materials;participant;is_test_trial;item;condition;context;Vpos;PI;structuralC;contextualC;position;rating1;content
qb_E1_main;19;no;1;g;negative;nonV1;PPI;1;0;39;1;"A: Eva se zĂşÄŤastnila lingvistickĂ© olympiĂˇdy, kde skonÄŤila jako ÄŤtvrtĂˇ.

B: Eva nevyhrĂˇla nÄ›jakou cenu?"
qb_E1_main;19;no;2;h;neutral;nonV1;PPI;1;0;73;2;"A: Sandra byla na vyĹˇetĹ™enĂ­ v zubnĂ­ ordinaci, kam chodĂ­ docela ÄŤasto.

B: ZubaĹ™ka jĂ­ nevytrhla nÄ›jakĂ˝ zub?"
qb_E1_main;19;no;3;a;negative;V1;NCI;1;0;23;4;"A: MarkĂ©ta se zapsala na kurz vaĹ™enĂ­, kvĹŻli kterĂ©mu si od maminky pĹŻjÄŤila papiĹĂˇk.

B: NepĹŻjÄŤila si MarkĂ©ta od maminky ĹľĂˇdnou pĂˇnviÄŤku?"
qb_E1_main;19;no;4;b;neutral;V1;NCI;1;1;3;3;"A: AdĂ©la rĂˇno vychĂˇzela z pekĂˇrny, kterĂˇ je za rohem.

B: NechtÄ›la AdĂ©la ĹľĂˇdnĂ© kolĂˇÄŤe?"
qb_E1_main;19;no;5;c;negative;V1;PPI;0;0;27;5;"A: Lenka zaĹˇla do knihovny, kde si pĹŻjÄŤila bĂˇsnickou sbĂ­rku. 

B: NepĹŻjÄŤila si Lenka nÄ›jakĂ˝ romĂˇn?"
qb_E1_main;19;no;6;d;neutral;V1;PPI;0;0;79;3;"A: Sabina Ĺˇla o vĂ­kendu do divadla, kam sehnala levnĂ© lĂ­stky.

B: Nebyla Sabina na nÄ›jakĂ© tragĂ©dii?"
qb_E1_main;19;no;7;e;negative;nonV1;NCI;0;0;5;7;"A: Jana mĂˇ na zahradÄ› zĂˇhon, kam zasadila zeleninu.

B: Jana tam nezasadila ĹľĂˇdnĂ© kvÄ›tiny?"
qb_E1_main;19;no;8;f;neutral;nonV1;NCI;0;1;71;1;"A: Johana zavĹ™ela kufĹ™Ă­k s nĂˇĹ™adĂ­m, kterĂ˝ mÄ›la na pĹŻdÄ›. 

B: Johana do kufĹ™Ă­ku nevrĂˇtila ĹľĂˇdnĂ˝ ĹˇroubovĂˇk?"
qb_E1_main;19;no;9;g;negative;nonV1;PPI;1;0;45;2;"A: Barbora s nĂˇmi nasdĂ­lela sloĹľku, do kterĂ© uloĹľila textovĂ˝ dokument.

B: Barbora do sloĹľky neuloĹľila nÄ›jakou tabulku?"
qb_E1_main;19;no;10;h;neutral;nonV1;PPI;1;0;57;1;"A: Martina se vrĂˇtila z drogerie, kterĂˇ je naproti poĹˇtÄ›.

B: Martina si nekoupila nÄ›jakĂ˝ Ĺˇampon?"
qb_E1_main;19;no;11;a;negative;V1;NCI;1;0;67;2;"A: Tereza vyprĂˇvÄ›la o poznĂˇvacĂ­m zĂˇjezdu do Egypta, kde se byla podĂ­vat na sfingu.  

B: NevidÄ›la Tereza ĹľĂˇdnou pyramidu? "
qb_E1_main;19;no;12;b;neutral;V1;NCI;1;1;48;2;"A: KlĂˇra mÄ›la na uĹˇĂ­ch sluchĂˇtka, kterĂˇ dostala o VĂˇnocĂ­ch.

B: Neposlouchala KlĂˇra ĹľĂˇdnĂ˝ podcast?"
qb_E1_main;19;no;13;c;negative;V1;PPI;0;0;76;6;"A: Denisa vzpomĂ­nala na Ăştulek, ze kterĂ©ho si domĹŻ pĹ™ivedla koÄŤku.

B: NepĹ™ivedla si Denisa domĹŻ nÄ›jakĂ©ho psa?"
qb_E1_main;19;no;14;d;neutral;V1;PPI;0;0;37;5;"A: NatĂˇlie se dĂ­vala na svĹŻj pondÄ›lnĂ­ rozvrh, kterĂ˝ si sama sestavila. 

B: NechodĂ­ NatĂˇlie v pondÄ›lĂ­ na nÄ›jakou pĹ™ednĂˇĹˇku?"
qb_E1_main;19;no;15;e;negative;nonV1;NCI;0;0;41;2;"A: PavlĂ­na jela po dĂˇlnici, kde zastavila v odstavnĂ©m pruhu.

B: PavlĂ­na nezastavila na ĹľĂˇdnĂ©m odpoÄŤĂ­vadle?"
qb_E1_main;19;no;16;f;neutral;nonV1;NCI;0;1;25;2;"A: Zuzana se zdrĹľela v trafice, kterĂˇ je poblĂ­Ĺľ tramvajovĂ© zastĂˇvky.

B: Zuzana si tam neprohlĂ­Ĺľela ĹľĂˇdnĂ˝ ÄŤasopis?"
qb_E1_main;19;no;17;g;negative;nonV1;PPI;1;0;35;7;"A: Adam se posadil v cukrĂˇrnÄ›, kde snÄ›dl ovocnĂ˝ koĹˇĂ­ÄŤek.

B: Adam si nedal nÄ›jakĂ˝ dortĂ­k?"
qb_E1_main;19;no;18;h;neutral;nonV1;PPI;1;0;43;1;"A: Ĺ tÄ›pĂˇn byl na ÄŤundru, na kterĂ˝ jezdĂ­ kaĹľdĂ© lĂ©to.

B: Ĺ tÄ›pĂˇn si s sebou nevzal nÄ›jakĂ˝ stan?"
qb_E1_main;19;no;19;a;negative;V1;NCI;1;0;7;2;"A: Ondra veÄŤeĹ™el v italskĂ© restauraci, kde si objednal Ĺˇpagety.  

B: Neobjednal si Ondra ĹľĂˇdnou pizzu?"
qb_E1_main;19;no;20;b;neutral;V1;NCI;1;1;29;3;"A: TomĂˇĹˇ byl o vĂ­kendu na pĂˇrty, na kterou dorazili i jeho kamarĂˇdi.

B: Nedal si tam TomĂˇĹˇ ĹľĂˇdnĂ˝ drink?"
qb_E1_main;19;no;21;c;negative;V1;PPI;0;0;55;4;"A: Jirka otevĹ™el pĹ™Ă­bornĂ­k, ze kterĂ©ho vyndal vidliÄŤky. 

B: Nevyndal Jirka z pĹ™Ă­bornĂ­ku nÄ›jakĂ© noĹľe?"
qb_E1_main;19;no;22;d;neutral;V1;PPI;0;0;9;5;"A: Martin stĂˇl v obchodÄ› za pokladnou, kam ho poslal jeho ĹˇĂ©f. 

B: NepĹ™ijĂ­mal tam Martin nÄ›jakou objednĂˇvku? "
qb_E1_main;19;no;23;e;negative;nonV1;NCI;0;0;64;6;"A: Petr strĂˇvil lĂ©to v pĹ™Ă­stavu, kde si pĹŻjÄŤil vodnĂ­ skĹŻtr.

B: Petr si nepĹŻjÄŤil ĹľĂˇdnou plachetnici?"
qb_E1_main;19;no;24;f;neutral;nonV1;NCI;0;1;16;2;"A: Pavel se zastavil v lĂ©kĂˇrnÄ›, kterĂˇ je v areĂˇlu nemocnice.

B: Pavel si nepĹ™inesl ĹľĂˇdnĂ© pilulky?"
qb_E1_main;19;no;25;g;negative;nonV1;PPI;1;0;14;2;"A: Michal poklĂˇdal na stĹŻl Ĺˇperkovnici, do kterĂ© uloĹľil nĂˇhrdelnĂ­k.

B: Michal nedal do Ĺˇperkovnice nÄ›jakĂ˝ prsten?"
qb_E1_main;19;no;26;h;neutral;nonV1;PPI;1;0;12;2;"A: Karel Ĺˇel do pĹŻjÄŤovny aut, kterĂˇ mĂˇ velkĂ˝ vĂ˝bÄ›r. 

B: Karel si nevybral nÄ›jakou Ĺˇkodovku?"
qb_E1_main;19;no;27;a;negative;V1;NCI;1;0;50;5;"A: LukĂˇĹˇ poloĹľil na stĹŻl penĂˇl, ze kterĂ©ho vyndal ÄŤervenou fixu.

B: NevytĂˇhnul z nÄ›j LukĂˇĹˇ ĹľĂˇdnou pastelku? "
qb_E1_main;19;no;28;b;neutral;V1;NCI;1;1;52;5;"A: Franta si nesl sportovnĂ­ taĹˇku, kterĂˇ mÄ›la modrĂ© logo.

B: Nezabalil si tam Franta ĹľĂˇdnĂ˝ mĂ­ÄŤ?"
qb_E1_main;19;no;29;c;negative;V1;PPI;0;0;69;6;"A: Ivan vidÄ›l venku padat snĂ­h, ze kterĂ©ho si postavil iglĂş.

B: Nepostavil si Ivan nÄ›jakĂ©ho snÄ›hulĂˇka?"
qb_E1_main;19;no;30;d;neutral;V1;PPI;0;0;1;3;"A: Dan si udÄ›lal vĂ˝let do zoo, kde uĹľ dlouho nebyl.

B: Neobdivoval tam Dan nÄ›jakou Ĺˇelmu?"
qb_E1_main;19;no;31;e;negative;nonV1;NCI;0;0;19;7;"A: David si uĹľil letnĂ­ prĂˇzdniny, kterĂ© strĂˇvil s rodiÄŤi na chatÄ›.

B: David nebyl na ĹľĂˇdnĂ©m tĂˇboĹ™e?"
qb_E1_main;19;no;32;f;neutral;nonV1;NCI;0;1;33;1;"A: Honza byl na lekci hranĂ­ ĹˇachĹŻ, kterĂˇ se konala v ĂşterĂ˝.

B: Honza nepĹ™iĹˇel o ĹľĂˇdnĂ©ho pÄ›Ĺˇce?"
qb_E1_main;20;no;1;h;neutral;nonV1;PPI;1;0;63;5;"A: Eva se zĂşÄŤastnila lingvistickĂ© olympiĂˇdy, kterĂˇ se konala tohle lĂ©to.

B: Eva nevyhrĂˇla nÄ›jakou cenu?"
qb_E1_main;20;no;2;a;negative;V1;NCI;1;0;34;6;"A: Sandra byla na vyĹˇetĹ™enĂ­ v zubnĂ­ ordinaci, odkud odeĹˇla bez bolesti.

B: Nevytrhla jĂ­ zubaĹ™ka ĹľĂˇdnĂ˝ zub?"
qb_E1_main;20;no;3;b;neutral;V1;NCI;1;1;53;3;"A: MarkĂ©ta se zapsala na kurz vaĹ™enĂ­, kterĂ˝ mÄ›l dobrĂ© hodnocenĂ­.

B: NepĹŻjÄŤila si MarkĂ©ta od maminky ĹľĂˇdnou pĂˇnviÄŤku?"
qb_E1_main;20;no;4;c;negative;V1;PPI;0;0;69;7;"A: AdĂ©la rĂˇno vychĂˇzela z pekĂˇrny, kde poprosila o ÄŤerstvĂ© rohlĂ­ky.

B: NechtÄ›la AdĂ©la nÄ›jakĂ© kolĂˇÄŤe?"
qb_E1_main;20;no;5;d;neutral;V1;PPI;0;0;36;5;"A: Lenka zaĹˇla do knihovny, kterĂˇ mĂˇ otevĹ™eno nonstop.

B: NepĹŻjÄŤila si Lenka nÄ›jakĂ˝ romĂˇn?"
qb_E1_main;20;no;6;e;negative;nonV1;NCI;0;0;16;3;"A: Sabina Ĺˇla o vĂ­kendu do divadla, kde zhlĂ©dla komedii.

B: Sabina nebyla na ĹľĂˇdnĂ© tragĂ©dii?"
qb_E1_main;20;no;7;f;neutral;nonV1;NCI;0;1;32;5;"A: Jana mĂˇ na zahradÄ› zĂˇhon, kterĂ˝ vybudovala pĹ™ed rokem.

B: Jana tam nezasadila ĹľĂˇdnĂ© kvÄ›tiny?"
qb_E1_main;20;no;8;g;negative;nonV1;PPI;1;0;48;4;"A: Johana zavĹ™ela kufĹ™Ă­k s nĂˇĹ™adĂ­m, do kterĂ©ho vrĂˇtila kladivo.

B: Johana do kufĹ™Ă­ku nevrĂˇtila nÄ›jakĂ˝ ĹˇroubovĂˇk?"
qb_E1_main;20;no;9;h;neutral;nonV1;PPI;1;0;5;2;"A: Barbora s nĂˇmi nasdĂ­lela sloĹľku, kterou vytvoĹ™ila nedĂˇvno.

B: Barbora do sloĹľky neuloĹľila nÄ›jakou tabulku?"
qb_E1_main;20;no;10;a;negative;V1;NCI;1;0;72;5;"A: Martina se vrĂˇtila z drogerie, kde si poĹ™Ă­dila sprchovĂ˝ gel. 

B: Nekoupila si Martina ĹľĂˇdnĂ˝ Ĺˇampon?"
qb_E1_main;20;no;11;b;neutral;V1;NCI;1;1;42;4;"A: Tereza vyprĂˇvÄ›la o poznĂˇvacĂ­m zĂˇjezdu do Egypta, kde se jĂ­ moc lĂ­bilo.  

B: NevidÄ›la Tereza ĹľĂˇdnou pyramidu? "
qb_E1_main;20;no;12;c;negative;V1;PPI;0;0;55;7;"A: KlĂˇra mÄ›la na uĹˇĂ­ch sluchĂˇtka, ze kterĂ˝ch poslouchala pĂ­sniÄŤky.

B: Neposlouchala KlĂˇra nÄ›jakĂ˝ podcast?"
qb_E1_main;20;no;13;d;neutral;V1;PPI;0;0;58;7;"A: Denisa vzpomĂ­nala na Ăştulek, kterĂ˝ byl plnĂ˝ opuĹˇtÄ›nĂ˝ch zvĂ­Ĺ™at.

B: NepĹ™ivedla si Denisa domĹŻ nÄ›jakĂ©ho psa?"
qb_E1_main;20;no;14;e;negative;nonV1;NCI;0;0;79;7;"A: NatĂˇlie se dĂ­vala na svĹŻj pondÄ›lnĂ­ rozvrh, kde mÄ›la jeden seminĂˇĹ™ za druhĂ˝m.

B: NatĂˇlie nechodĂ­ v pondÄ›lĂ­ na ĹľĂˇdnou pĹ™ednĂˇĹˇku? "
qb_E1_main;20;no;15;f;neutral;nonV1;NCI;0;1;61;7;"A: PavlĂ­na jela po dĂˇlnici, kterou nedĂˇvno opravili.

B: PavlĂ­na nezastavila na ĹľĂˇdnĂ©m odpoÄŤĂ­vadle?"
qb_E1_main;20;no;16;g;negative;nonV1;PPI;1;0;18;5;"A: Zuzana se zdrĹľela v trafice, ve kterĂ© si prohlĂ­Ĺľela noviny.

B: Zuzana si tam neprohlĂ­Ĺľela nÄ›jakĂ˝ ÄŤasopis?"
qb_E1_main;20;no;17;h;neutral;nonV1;PPI;1;0;1;4;"A: Adam se posadil v cukrĂˇrnÄ›, kam chodil uĹľ od dÄ›tstvĂ­.

B: Adam si nedal nÄ›jakĂ˝ dortĂ­k?"
qb_E1_main;20;no;18;a;negative;V1;NCI;1;0;28;4;"A: Ĺ tÄ›pĂˇn byl na ÄŤundru, kde spal pod ĹˇirĂˇkem.

B: Nevzal si Ĺ tÄ›pĂˇn s sebou ĹľĂˇdnĂ˝ stan?"
qb_E1_main;20;no;19;b;neutral;V1;NCI;1;1;7;2;"A: Ondra veÄŤeĹ™el v italskĂ© restauraci, ve kterĂ© to krĂˇsnÄ› vonÄ›lo. 

B: Neobjednal si Ondra ĹľĂˇdnou pizzu?"
qb_E1_main;20;no;20;c;negative;V1;PPI;0;0;81;6;"A: TomĂˇĹˇ byl o vĂ­kendu na pĂˇrty, ze kterĂ© se vrĂˇtil stĹ™Ă­zlivĂ˝.

B: Nedal si tam TomĂˇĹˇ nÄ›jakĂ˝ drink?"
qb_E1_main;20;no;21;d;neutral;V1;PPI;0;0;9;7;"A: Jirka otevĹ™el pĹ™Ă­bornĂ­k, ve kterĂ©m mÄ›l velkĂ˝ nepoĹ™Ăˇdek.

B: Nevyndal Jirka z pĹ™Ă­bornĂ­ku nÄ›jakĂ© noĹľe?"
qb_E1_main;20;no;22;e;negative;nonV1;NCI;0;0;44;4;"A: Martin stĂˇl v obchodÄ› za pokladnou, kde se staral o reklamace.

B: Martin tam nepĹ™ijĂ­mal ĹľĂˇdnou objednĂˇvku?"
qb_E1_main;20;no;23;f;neutral;nonV1;NCI;0;1;11;5;"A: Petr strĂˇvil lĂ©to v pĹ™Ă­stavu, jehoĹľ jmĂ©no zapomnÄ›l.  

B: Petr si nepĹŻjÄŤil ĹľĂˇdnou plachetnici?"
qb_E1_main;20;no;24;g;negative;nonV1;PPI;1;0;40;5;"A: Pavel se zastavil v lĂ©kĂˇrnÄ›, odkud si pĹ™inesl mastiÄŤku.

B: Pavel si nepĹ™inesl nÄ›jakĂ© pilulky?"
qb_E1_main;20;no;25;h;neutral;nonV1;PPI;1;0;77;3;"A: Michal poklĂˇdal na stĹŻl Ĺˇperkovnici, kterĂˇ byla drahĂˇ.

B: Michal nedal do Ĺˇperkovnice nÄ›jakĂ˝ prsten?"
qb_E1_main;20;no;26;a;negative;V1;NCI;1;0;13;2;"A: Karel Ĺˇel do pĹŻjÄŤovny aut, kde si vybral Mazdu 3.

B: Nevybral si Karel ĹľĂˇdnou Ĺˇkodovku?"
qb_E1_main;20;no;27;b;neutral;V1;NCI;1;1;67;4;"A: LukĂˇĹˇ poloĹľil na stĹŻl penĂˇl, kterĂ˝ mĂˇlem ztratil.

B: NevytĂˇhnul z nÄ›j LukĂˇĹˇ ĹľĂˇdnou pastelku? "
qb_E1_main;20;no;28;c;negative;V1;PPI;0;0;46;6;"A: Franta si nesl sportovnĂ­ taĹˇku, kam si zabalil raketu.

B: Nezabalil si tam Franta nÄ›jakĂ˝ mĂ­ÄŤ?"
qb_E1_main;20;no;29;d;neutral;V1;PPI;0;0;3;7;"A: Ivan vidÄ›l venku padat snĂ­h, kterĂ˝ rychle pokryl dvorek.

B: Nepostavil si Ivan nÄ›jakĂ©ho snÄ›hulĂˇka?"
qb_E1_main;20;no;30;e;negative;nonV1;NCI;0;0;51;7;"A: Dan si udÄ›lal vĂ˝let do zoo, kde se mu lĂ­bili papouĹˇci.

B: Dan tam neobdivoval ĹľĂˇdnou Ĺˇelmu?"
qb_E1_main;20;no;31;f;neutral;nonV1;NCI;0;1;74;3;"A: David si uĹľil letnĂ­ prĂˇzdniny, na kterĂ© nikdy nezapomene.

B: David nebyl na ĹľĂˇdnĂ©m tĂˇboĹ™e?"
qb_E1_main;20;no;32;g;negative;nonV1;PPI;1;0;65;4;"A: Honza byl na lekci hranĂ­ ĹˇachĹŻ, pĹ™i kterĂ© pĹ™iĹˇel o svĂ© stĹ™elce.

B: Honza nepĹ™iĹˇel o nÄ›jakĂ©ho pÄ›Ĺˇce?"
qb_E1_main;21;no;1;a;negative;V1;NCI;1;0;72;2;"A: Eva se zĂşÄŤastnila lingvistickĂ© olympiĂˇdy, kde skonÄŤila jako ÄŤtvrtĂˇ.

B: NevyhrĂˇla Eva ĹľĂˇdnou cenu?"
qb_E1_main;21;no;2;b;neutral;V1;NCI;1;1;60;2;"A: Sandra byla na vyĹˇetĹ™enĂ­ v zubnĂ­ ordinaci, kam chodĂ­ docela ÄŤasto.

B: Nevytrhla jĂ­ zubaĹ™ka ĹľĂˇdnĂ˝ zub?"
qb_E1_main;21;no;3;c;negative;V1;PPI;0;0;1;4;"A: MarkĂ©ta se zapsala na kurz vaĹ™enĂ­, kvĹŻli kterĂ©mu si od maminky pĹŻjÄŤila papiĹĂˇk.

B: NepĹŻjÄŤila si MarkĂ©ta od maminky nÄ›jakou pĂˇnviÄŤku?"
qb_E1_main;21;no;4;d;neutral;V1;PPI;0;0;19;5;"A: AdĂ©la rĂˇno vychĂˇzela z pekĂˇrny, kterĂˇ je za rohem.

B: NechtÄ›la AdĂ©la nÄ›jakĂ© kolĂˇÄŤe?"
qb_E1_main;21;no;5;e;negative;nonV1;NCI;0;0;81;6;"A: Lenka zaĹˇla do knihovny, kde si pĹŻjÄŤila bĂˇsnickou sbĂ­rku. 

B: Lenka si nepĹŻjÄŤila ĹľĂˇdnĂ˝ romĂˇn?"
qb_E1_main;21;no;6;f;neutral;nonV1;NCI;0;1;47;5;"A: Sabina Ĺˇla o vĂ­kendu do divadla, kam sehnala levnĂ© lĂ­stky.

B: Sabina nebyla na ĹľĂˇdnĂ© tragĂ©dii?"
qb_E1_main;21;no;7;g;negative;nonV1;PPI;1;0;8;3;"A: Jana mĂˇ na zahradÄ› zĂˇhon, kam zasadila zeleninu.

B: Jana tam nezasadila nÄ›jakĂ© kvÄ›tiny?"
qb_E1_main;21;no;8;h;neutral;nonV1;PPI;1;0;64;3;"A: Johana zavĹ™ela kufĹ™Ă­k s nĂˇĹ™adĂ­m, kterĂ˝ mÄ›la na pĹŻdÄ›. 

B: Johana do kufĹ™Ă­ku nevrĂˇtila nÄ›jakĂ˝ ĹˇroubovĂˇk?"
qb_E1_main;21;no;9;a;negative;V1;NCI;1;0;21;1;"A: Barbora s nĂˇmi nasdĂ­lela sloĹľku, do kterĂ© uloĹľila textovĂ˝ dokument.

B: NeuloĹľila Barbora do sloĹľky ĹľĂˇdnou tabulku?"
qb_E1_main;21;no;10;b;neutral;V1;NCI;1;1;31;5;"A: Martina se vrĂˇtila z drogerie, kterĂˇ je naproti poĹˇtÄ›.

B: Nekoupila si Martina ĹľĂˇdnĂ˝ Ĺˇampon?"
qb_E1_main;21;no;11;c;negative;V1;PPI;0;0;54;6;"A: Tereza vyprĂˇvÄ›la o poznĂˇvacĂ­m zĂˇjezdu do Egypta, kde se byla podĂ­vat na sfingu.  

B: NevidÄ›la Tereza nÄ›jakou pyramidu? "
qb_E1_main;21;no;12;d;neutral;V1;PPI;0;0;70;6;"A: KlĂˇra mÄ›la na uĹˇĂ­ch sluchĂˇtka, kterĂˇ dostala o VĂˇnocĂ­ch.

B: Neposlouchala KlĂˇra nÄ›jakĂ˝ podcast?"
qb_E1_main;21;no;13;e;negative;nonV1;NCI;0;0;40;6;"A: Denisa vzpomĂ­nala na Ăştulek, ze kterĂ©ho si domĹŻ pĹ™ivedla koÄŤku.

B: Denisa si domĹŻ nepĹ™ivedla ĹľĂˇdnĂ©ho psa?"
qb_E1_main;21;no;14;f;neutral;nonV1;NCI;0;1;78;3;"A: NatĂˇlie se dĂ­vala na svĹŻj pondÄ›lnĂ­ rozvrh, kterĂ˝ si sama sestavila. 

B: NatĂˇlie nechodĂ­ v pondÄ›lĂ­ na ĹľĂˇdnou pĹ™ednĂˇĹˇku? "
qb_E1_main;21;no;15;g;negative;nonV1;PPI;1;0;75;6;"A: PavlĂ­na jela po dĂˇlnici, kde zastavila v odstavnĂ©m pruhu.

B: PavlĂ­na nezastavila na nÄ›jakĂ©m odpoÄŤĂ­vadle?"
qb_E1_main;21;no;16;h;neutral;nonV1;PPI;1;0;45;2;"A: Zuzana se zdrĹľela v trafice, kterĂˇ je poblĂ­Ĺľ tramvajovĂ© zastĂˇvky.

B: Zuzana si tam neprohlĂ­Ĺľela nÄ›jakĂ˝ ÄŤasopis?"
qb_E1_main;21;no;17;a;negative;V1;NCI;1;0;52;4;"A: Adam se posadil v cukrĂˇrnÄ›, kde snÄ›dl ovocnĂ˝ koĹˇĂ­ÄŤek.

B: Nedal si Adam ĹľĂˇdnĂ˝ dortĂ­k? "
qb_E1_main;21;no;18;b;neutral;V1;NCI;1;1;68;2;"A: Ĺ tÄ›pĂˇn byl na ÄŤundru, na kterĂ˝ jezdĂ­ kaĹľdĂ© lĂ©to.

B: Nevzal si Ĺ tÄ›pĂˇn s sebou ĹľĂˇdnĂ˝ stan?"
qb_E1_main;21;no;19;c;negative;V1;PPI;0;0;62;5;"A: Ondra veÄŤeĹ™el v italskĂ© restauraci, kde si objednal Ĺˇpagety.  

B: Neobjednal si Ondra nÄ›jakou pizzu?"
qb_E1_main;21;no;20;d;neutral;V1;PPI;0;0;15;2;"A: TomĂˇĹˇ byl o vĂ­kendu na pĂˇrty, na kterou dorazili i jeho kamarĂˇdi.

B: Nedal si tam TomĂˇĹˇ nÄ›jakĂ˝ drink?"
qb_E1_main;21;no;21;e;negative;nonV1;NCI;0;0;49;7;"A: Jirka otevĹ™el pĹ™Ă­bornĂ­k, ze kterĂ©ho vyndal vidliÄŤky. 

B: Jirka nevyndal z pĹ™Ă­bornĂ­ku ĹľĂˇdnĂ© noĹľe?"
qb_E1_main;21;no;22;f;neutral;nonV1;NCI;0;1;24;7;"A: Martin stĂˇl v obchodÄ› za pokladnou, kam ho poslal jeho ĹˇĂ©f. 

B: Martin tam nepĹ™ijĂ­mal ĹľĂˇdnou objednĂˇvku?"
qb_E1_main;21;no;23;g;negative;nonV1;PPI;1;0;33;5;"A: Petr strĂˇvil lĂ©to v pĹ™Ă­stavu, kde si pĹŻjÄŤil vodnĂ­ skĹŻtr.

B: Petr si nepĹŻjÄŤil nÄ›jakou plachetnici?"
qb_E1_main;21;no;24;h;neutral;nonV1;PPI;1;0;58;3;"A: Pavel se zastavil v lĂ©kĂˇrnÄ›, kterĂˇ je v areĂˇlu nemocnice.

B: Pavel si nepĹ™inesl nÄ›jakĂ© pilulky?"
qb_E1_main;21;no;25;a;negative;V1;NCI;1;0;43;2;"A: Michal poklĂˇdal na stĹŻl Ĺˇperkovnici, do kterĂ© uloĹľil nĂˇhrdelnĂ­k.

B: Nedal Michal do Ĺˇperkovnice ĹľĂˇdnĂ˝ prsten?"
qb_E1_main;21;no;26;b;neutral;V1;NCI;1;1;38;2;"A: Karel Ĺˇel do pĹŻjÄŤovny aut, kterĂˇ mĂˇ velkĂ˝ vĂ˝bÄ›r. 

B: Nevybral si Karel ĹľĂˇdnou Ĺˇkodovku?"
qb_E1_main;21;no;27;c;negative;V1;PPI;0;0;26;7;"A: LukĂˇĹˇ poloĹľil na stĹŻl penĂˇl, ze kterĂ©ho vyndal ÄŤervenou fixu.

B: NevytĂˇhnul z nÄ›j LukĂˇĹˇ nÄ›jakou pastelku? "
qb_E1_main;21;no;28;d;neutral;V1;PPI;0;0;35;7;"A: Franta si nesl sportovnĂ­ taĹˇku, kterĂˇ mÄ›la modrĂ© logo.

B: Nezabalil si tam Franta nÄ›jakĂ˝ mĂ­ÄŤ?"
qb_E1_main;21;no;29;e;negative;nonV1;NCI;0;0;3;7;"A: Ivan vidÄ›l venku padat snĂ­h, ze kterĂ©ho si postavil iglĂş.

B: Ivan si nepostavil ĹľĂˇdnĂ©ho snÄ›hulĂˇka?"
qb_E1_main;21;no;30;f;neutral;nonV1;NCI;0;1;12;3;"A: Dan si udÄ›lal vĂ˝let do zoo, kde uĹľ dlouho nebyl.

B: Dan tam neobdivoval ĹľĂˇdnou Ĺˇelmu?"
qb_E1_main;21;no;31;g;negative;nonV1;PPI;1;0;17;5;"A: David si uĹľil letnĂ­ prĂˇzdniny, kterĂ© strĂˇvil s rodiÄŤi na chatÄ›.

B: David nebyl na nÄ›jakĂ©m tĂˇboĹ™e?"
qb_E1_main;21;no;32;h;neutral;nonV1;PPI;1;0;28;1;"A: Honza byl na lekci hranĂ­ ĹˇachĹŻ, kterĂˇ se konala v ĂşterĂ˝.

B: Honza nepĹ™iĹˇel o nÄ›jakĂ©ho pÄ›Ĺˇce?"
qb_E1_main;22;no;1;b;neutral;V1;NCI;1;1;42;5;"A: Eva se zĂşÄŤastnila lingvistickĂ© olympiĂˇdy, kterĂˇ se konala tohle lĂ©to.

B: NevyhrĂˇla Eva ĹľĂˇdnou cenu?"
qb_E1_main;22;no;2;c;negative;V1;PPI;0;0;77;3;"A: Sandra byla na vyĹˇetĹ™enĂ­ v zubnĂ­ ordinaci, odkud odeĹˇla bez bolesti.

B: Nevytrhla jĂ­ zubaĹ™ka nÄ›jakĂ˝ zub?"
qb_E1_main;22;no;3;d;neutral;V1;PPI;0;0;32;6;"A: MarkĂ©ta se zapsala na kurz vaĹ™enĂ­, kterĂ˝ mÄ›l dobrĂ© hodnocenĂ­.

B: NepĹŻjÄŤila si MarkĂ©ta od maminky nÄ›jakou pĂˇnviÄŤku?"
qb_E1_main;22;no;4;e;negative;nonV1;NCI;0;0;61;6;"A: AdĂ©la rĂˇno vychĂˇzela z pekĂˇrny, kde poprosila o ÄŤerstvĂ© rohlĂ­ky.

B: AdĂ©la nechtÄ›la ĹľĂˇdnĂ© kolĂˇÄŤe?"
qb_E1_main;22;no;5;f;neutral;nonV1;NCI;0;1;57;3;"A: Lenka zaĹˇla do knihovny, kterĂˇ mĂˇ otevĹ™eno nonstop.

B: Lenka si nepĹŻjÄŤila ĹľĂˇdnĂ˝ romĂˇn?"
qb_E1_main;22;no;6;g;negative;nonV1;PPI;1;0;71;6;"A: Sabina Ĺˇla o vĂ­kendu do divadla, kde zhlĂ©dla komedii.

B: Sabina nebyla na nÄ›jakĂ© tragĂ©dii?"
qb_E1_main;22;no;7;h;neutral;nonV1;PPI;1;0;79;5;"A: Jana mĂˇ na zahradÄ› zĂˇhon, kterĂ˝ vybudovala pĹ™ed rokem.

B: Jana tam nezasadila nÄ›jakĂ© kvÄ›tiny?"
qb_E1_main;22;no;8;a;negative;V1;NCI;1;0;18;4;"A: Johana zavĹ™ela kufĹ™Ă­k s nĂˇĹ™adĂ­m, do kterĂ©ho vrĂˇtila kladivo.

B: NevrĂˇtila Johana do kufĹ™Ă­ku ĹľĂˇdnĂ˝ ĹˇroubovĂˇk? "
